trip_id,start_time,end_time,duration_minutes,speed_min,speed_max,speed_avg,voltage_min,voltage_max,voltage_avg,current_min,current_max,current_avg,soc_start,soc_end,soc_min,soc_max,motor_temp_min,motor_temp_max,motor_temp_avg,cell_temp_min,cell_temp_max,cell_temp_avg,distance_km,energy_consumed_kwh
T514,2024-02-04 17:50:00+00:00,2024-02-04 18:50:00+00:00,60,-3.81,73.2,46.72,53.15,378.4,345.51,-48.28,144.82,63.69,68.31,25.79,30.66,59.22,40.89,69.9,68.93,36.2,43.11,40.89,57.28,4.57
T515,2024-02-04 18:00:00+00:00,2024-02-04 19:53:00+00:00,113,-0.1,99.41,42.16,238.19,369.02,335.78,-38.38,113.44,45.36,60.93,26.66,55.15,48.93,-2.34,87.53,74.99,32.16,46.56,46.59,35.32,6.0
T516,2024-02-04 18:10:00+00:00,2024-02-04 20:13:00+00:00,123,-3.49,79.83,46.17,326.5,379.94,358.17,-40.04,149.48,41.42,64.95,31.67,65.24,78.5,0.93,74.74,64.93,35.0,48.31,34.36,38.88,3.75
T517,2024-02-04 18:20:00+00:00,2024-02-04 19:09:00+00:00,49,-1.48,100.6,39.75,65.2,368.0,361.35,-51.66,101.84,36.83,77.45,26.23,40.02,76.58,29.41,77.32,57.69,37.78,45.19,42.38,30.38,5.32
T518,2024-02-04 18:30:00+00:00,2024-02-04 20:35:00+00:00,125,-3.51,74.32,61.97,134.58,375.72,353.26,-37.77,109.14,61.29,47.76,61.79,42.97,82.62,26.69,77.34,67.57,29.67,55.48,42.21,68.65,2.89
T519,2024-02-04 18:40:00+00:00,2024-02-04 20:30:00+00:00,110,-4.16,92.93,49.04,230.42,380.57,345.38,-51.4,111.55,39.88,40.93,31.36,47.04,52.25,49.2,94.79,54.72,36.3,48.38,47.25,96.61,6.21
T520,2024-02-04 18:50:00+00:00,2024-02-04 20:17:00+00:00,87,-4.07,113.99,53.87,79.83,374.0,355.86,-45.06,122.39,37.52,47.09,73.6,68.05,82.72,16.71,90.56,72.9,30.31,57.91,45.13,103.67,2.92
T521,2024-02-04 19:00:00+00:00,2024-02-04 19:31:00+00:00,31,-3.29,97.84,59.84,253.06,384.42,353.46,-37.78,114.03,57.44,71.92,31.87,23.19,80.38,10.96,74.96,63.7,35.22,38.15,47.22,55.57,4.29
T522,2024-02-04 19:10:00+00:00,2024-02-04 21:29:00+00:00,139,-3.84,96.68,57.04,90.82,372.98,332.56,-51.54,139.31,61.25,44.89,50.56,34.66,41.07,33.85,81.36,54.21,36.46,38.42,43.17,99.52,5.25
T523,2024-02-04 19:20:00+00:00,2024-02-04 20:08:00+00:00,48,-2.17,108.91,57.65,98.12,383.4,342.55,-50.11,122.69,44.75,38.27,56.8,53.77,71.28,40.43,69.69,69.75,30.68,52.02,40.18,100.39,5.86
T524,2024-02-04 19:30:00+00:00,2024-02-04 21:51:00+00:00,141,-0.21,101.83,52.38,121.59,377.3,360.66,-36.22,135.69,36.01,83.49,48.2,28.51,93.72,32.6,92.55,61.92,34.82,44.82,43.0,29.33,5.15
T525,2024-02-04 19:40:00+00:00,2024-02-04 21:34:00+00:00,114,-1.16,79.04,42.61,115.02,368.77,353.02,-51.39,118.27,50.58,52.6,72.45,25.06,78.92,12.04,89.92,57.92,33.63,38.28,45.4,23.81,6.35
T526,2024-02-04 19:50:00+00:00,2024-02-04 20:36:00+00:00,46,-1.83,92.81,48.93,25.26,374.91,353.56,-39.89,101.9,60.34,41.11,74.77,32.44,86.07,2.03,79.05,53.39,34.24,53.22,42.41,104.09,6.03
T527,2024-02-04 20:00:00+00:00,2024-02-04 20:31:00+00:00,31,-1.82,84.81,44.75,145.48,378.41,337.31,-36.92,99.84,37.8,62.42,51.29,76.2,49.7,54.33,88.18,56.83,30.12,53.13,45.17,85.33,6.44
T528,2024-02-04 20:10:00+00:00,2024-02-04 22:05:00+00:00,115,-3.62,105.2,61.18,96.43,365.86,353.02,-37.71,152.71,69.81,86.88,36.47,30.28,68.77,14.3,92.33,63.95,36.92,38.17,44.15,92.05,4.36
T529,2024-02-04 20:20:00+00:00,2024-02-04 22:08:00+00:00,108,-1.17,87.22,50.5,253.73,373.92,349.22,-42.59,157.39,43.71,84.52,30.11,61.53,70.89,25.01,76.9,57.16,32.71,42.72,46.81,46.42,2.92
T530,2024-02-04 20:30:00+00:00,2024-02-04 21:17:00+00:00,47,-3.45,94.46,61.6,108.66,376.09,355.89,-38.67,119.35,63.26,60.38,31.23,76.51,41.15,22.21,83.64,76.16,29.98,50.45,45.77,29.07,4.63
T531,2024-02-04 20:40:00+00:00,2024-02-04 22:52:00+00:00,132,-0.58,97.32,42.04,283.84,384.24,342.77,-41.64,153.1,54.32,93.89,66.53,55.36,59.34,53.75,85.33,60.41,34.1,49.51,47.08,26.65,4.66
T532,2024-02-04 20:50:00+00:00,2024-02-04 22:02:00+00:00,72,-4.08,88.76,52.64,296.29,367.46,336.58,-43.6,115.92,59.21,60.63,30.32,74.4,43.4,33.94,83.03,55.33,28.84,42.64,46.11,66.48,5.37
T533,2024-02-04 21:00:00+00:00,2024-02-04 22:37:00+00:00,97,-2.55,109.29,48.72,177.2,362.72,331.1,-38.42,142.86,55.51,73.9,74.65,65.34,44.47,11.28,69.29,75.36,33.87,44.67,39.17,29.74,5.69
T534,2024-02-04 21:10:00+00:00,2024-02-04 22:14:00+00:00,64,-3.85,83.8,47.41,120.41,384.26,351.98,-36.4,137.08,41.28,74.96,64.47,52.59,73.34,56.46,79.45,69.27,29.22,51.09,36.54,61.64,5.7
T535,2024-02-04 21:20:00+00:00,2024-02-04 22:05:00+00:00,45,-0.36,81.19,59.14,28.41,375.84,332.67,-41.46,109.38,43.69,92.35,56.53,75.01,43.06,-1.39,91.23,63.23,28.84,39.15,43.45,88.6,4.11
T536,2024-02-04 21:30:00+00:00,2024-02-04 23:30:00+00:00,120,-1.6,112.09,52.36,82.9,366.82,329.83,-40.49,114.73,67.39,66.38,67.38,54.73,60.29,33.93,86.04,55.56,29.88,48.86,35.84,24.25,3.01
T537,2024-02-04 21:40:00+00:00,2024-02-04 23:17:00+00:00,97,-1.26,74.73,62.18,174.49,376.79,350.16,-35.59,136.95,68.68,40.17,31.42,31.2,80.14,54.58,68.05,62.29,37.72,39.43,46.05,62.24,3.16
T538,2024-02-04 21:50:00+00:00,2024-02-04 23:58:00+00:00,128,-1.09,81.63,62.48,230.55,366.23,352.23,-45.97,111.23,47.5,86.45,66.67,67.25,39.16,16.36,77.33,73.58,31.01,38.81,39.29,94.62,4.72
T539,2024-02-04 22:00:00+00:00,2024-02-05 00:20:00+00:00,140,-1.72,107.67,45.51,230.43,366.82,355.06,-43.81,141.97,71.56,93.49,77.87,42.78,75.49,17.16,90.59,62.8,37.35,39.63,44.18,89.02,3.82
T540,2024-02-04 22:10:00+00:00,2024-02-05 00:13:00+00:00,123,-2.41,79.12,38.54,322.66,375.87,346.25,-40.02,104.55,40.18,46.5,46.6,23.74,91.16,30.44,81.14,63.3,28.99,41.99,44.29,26.13,4.27
T541,2024-02-04 22:20:00+00:00,2024-02-05 01:02:00+00:00,162,-0.29,92.23,41.97,304.94,378.23,330.06,-44.12,140.78,54.46,50.73,45.62,51.03,75.23,22.37,91.75,60.68,35.99,40.32,34.66,96.74,4.8
T542,2024-02-04 22:30:00+00:00,2024-02-04 23:35:00+00:00,65,-2.02,102.4,56.98,240.09,384.08,356.01,-51.93,107.45,52.28,68.04,73.81,52.2,61.12,35.05,68.89,61.34,34.96,47.25,45.88,28.25,4.01
T543,2024-02-04 22:40:00+00:00,2024-02-05 01:13:00+00:00,153,-1.43,113.69,60.3,211.26,380.85,342.23,-40.76,128.07,37.31,78.89,53.95,65.38,42.6,12.51,92.99,56.75,35.73,48.57,33.49,52.6,4.4
T544,2024-02-04 22:50:00+00:00,2024-02-05 00:33:00+00:00,103,-0.82,96.55,63.18,17.43,381.88,356.76,-51.37,105.63,75.36,51.92,43.56,49.59,70.36,31.57,85.38,74.02,34.44,43.66,40.72,92.5,2.98
T545,2024-02-04 23:00:00+00:00,2024-02-05 00:56:00+00:00,116,-3.15,92.21,46.22,30.31,369.72,359.23,-51.26,100.36,62.43,81.62,27.16,63.66,73.44,21.43,75.98,73.09,29.07,39.65,41.27,32.97,5.45
T546,2024-02-04 23:10:00+00:00,2024-02-05 01:44:00+00:00,154,-1.98,74.79,51.49,306.81,371.14,328.6,-39.98,142.87,48.16,89.56,39.81,67.46,73.95,53.81,83.92,67.83,36.44,39.82,41.5,24.29,4.57
T547,2024-02-04 23:20:00+00:00,2024-02-05 00:40:00+00:00,80,-2.42,112.58,50.76,291.05,383.73,342.1,-35.52,111.34,35.4,87.43,57.24,59.93,74.25,-9.53,76.07,55.27,31.47,57.31,34.28,89.48,4.59
T548,2024-02-04 23:30:00+00:00,2024-02-05 01:54:00+00:00,144,-2.19,113.13,40.9,28.09,383.22,351.46,-48.36,141.59,59.45,84.12,48.33,59.87,78.62,-7.77,84.72,56.97,35.74,40.45,36.12,103.46,6.65
T549,2024-02-04 23:40:00+00:00,2024-02-05 01:41:00+00:00,121,-3.12,89.39,41.15,189.58,369.65,335.43,-45.84,127.35,50.47,76.49,48.58,27.11,75.81,-0.29,76.25,62.1,28.23,52.06,35.41,71.41,4.36
T550,2024-02-04 23:50:00+00:00,2024-02-05 01:07:00+00:00,77,-2.77,99.79,53.6,49.0,375.01,332.2,-51.7,127.08,50.82,73.5,42.87,54.03,43.31,52.63,75.73,57.4,37.2,53.4,33.46,66.66,4.63
T551,2024-02-05 00:00:00+00:00,2024-02-05 02:35:00+00:00,155,-0.94,107.47,42.12,162.94,363.57,341.29,-47.92,136.19,62.92,71.05,49.29,76.14,49.12,-2.58,70.24,56.27,29.83,46.81,34.38,102.84,5.43
T552,2024-02-05 00:10:00+00:00,2024-02-05 01:21:00+00:00,71,-4.45,79.22,50.0,322.49,378.9,329.06,-37.28,125.35,48.61,78.45,75.23,55.64,94.74,4.16,81.24,75.82,35.46,43.95,43.24,95.56,5.59
T553,2024-02-05 00:20:00+00:00,2024-02-05 02:26:00+00:00,126,-2.79,81.08,53.2,227.27,371.4,346.67,-42.96,119.1,35.76,50.96,56.72,50.27,53.33,13.91,89.26,70.1,29.99,52.16,33.53,95.51,4.66
T554,2024-02-05 00:30:00+00:00,2024-02-05 02:37:00+00:00,127,-1.19,102.51,49.47,70.2,378.03,334.7,-51.94,111.02,65.45,85.21,27.43,67.34,92.13,38.54,82.79,59.94,34.06,43.32,46.19,72.16,4.65
T555,2024-02-05 00:40:00+00:00,2024-02-05 01:00:00+00:00,20,-2.1,78.54,58.32,234.81,382.52,359.84,-40.87,109.97,50.31,94.64,26.59,63.84,54.04,-0.27,82.06,53.78,28.15,41.36,46.53,60.37,6.4
T556,2024-02-05 00:50:00+00:00,2024-02-05 01:24:00+00:00,34,-1.33,112.04,62.61,191.36,365.66,357.67,-44.72,108.36,67.99,67.81,68.72,69.88,72.14,23.37,71.88,63.64,29.4,53.48,42.8,26.19,2.82
T557,2024-02-05 01:00:00+00:00,2024-02-05 01:31:00+00:00,31,-2.87,105.02,57.21,54.01,366.51,353.13,-47.41,148.36,46.51,43.66,72.71,73.08,93.69,25.89,72.76,69.46,29.11,45.21,44.2,98.97,5.98
T558,2024-02-05 01:10:00+00:00,2024-02-05 03:08:00+00:00,118,-4.62,112.34,55.9,169.31,364.04,351.58,-44.68,156.1,55.13,86.3,23.71,69.1,86.31,37.61,75.87,65.07,31.44,48.73,38.38,103.81,2.83
T559,2024-02-05 01:20:00+00:00,2024-02-05 01:50:00+00:00,30,-4.64,113.56,63.03,172.43,373.66,358.93,-45.57,144.65,70.44,73.99,22.35,72.89,51.42,27.38,81.36,59.81,35.16,39.7,37.37,54.27,6.4
T560,2024-02-05 01:30:00+00:00,2024-02-05 03:48:00+00:00,138,-1.83,75.91,55.03,206.91,369.91,355.51,-39.18,128.25,55.12,52.58,33.74,50.88,93.89,-9.79,89.59,61.62,33.01,46.33,42.69,85.2,5.14
T561,2024-02-05 01:40:00+00:00,2024-02-05 03:40:00+00:00,120,-2.81,83.65,49.02,294.72,371.03,357.39,-50.67,152.38,67.01,55.47,51.68,36.7,64.88,56.61,74.92,76.74,31.72,42.01,36.01,70.59,5.66
T562,2024-02-05 01:50:00+00:00,2024-02-05 04:40:00+00:00,170,-2.06,96.11,58.15,107.05,362.69,352.75,-51.24,100.24,66.73,38.16,36.84,42.61,94.47,13.04,72.03,64.47,35.89,46.89,44.73,35.08,3.74
T563,2024-02-05 02:00:00+00:00,2024-02-05 03:46:00+00:00,106,-3.46,84.96,45.41,171.26,364.85,340.34,-40.42,132.17,46.64,74.69,25.95,39.75,48.84,30.58,82.58,57.02,30.23,41.86,33.85,74.99,4.66
T564,2024-02-05 02:10:00+00:00,2024-02-05 03:07:00+00:00,57,-1.36,86.54,51.66,45.86,378.79,334.89,-36.4,140.72,45.23,89.32,52.7,67.61,63.65,35.8,77.02,67.76,35.12,53.11,35.16,97.31,3.83
T565,2024-02-05 02:20:00+00:00,2024-02-05 03:30:00+00:00,70,-4.33,103.27,59.85,163.64,372.0,331.46,-48.67,118.81,49.28,65.03,76.61,23.26,69.67,25.38,68.06,71.93,36.07,52.18,35.95,84.53,4.01
T566,2024-02-05 02:30:00+00:00,2024-02-05 03:06:00+00:00,36,-2.96,81.51,50.21,248.34,363.19,355.55,-37.59,124.4,72.37,79.07,29.95,39.67,65.84,9.09,73.67,70.54,30.1,44.09,46.2,76.98,4.15
T567,2024-02-05 02:40:00+00:00,2024-02-05 03:44:00+00:00,64,-0.28,74.7,39.1,70.73,376.91,348.75,-41.07,136.52,38.12,85.21,65.17,48.05,80.47,28.28,90.46,56.23,32.91,42.47,33.89,43.01,6.68
T568,2024-02-05 02:50:00+00:00,2024-02-05 05:07:00+00:00,137,-3.96,73.49,46.24,101.08,372.54,342.22,-45.85,101.6,36.74,48.89,40.47,75.23,64.93,21.83,76.78,76.76,37.54,51.43,42.2,76.02,6.64
T569,2024-02-05 03:00:00+00:00,2024-02-05 04:49:00+00:00,109,-4.92,91.79,59.71,207.69,382.2,344.1,-50.49,120.1,62.4,57.32,36.22,30.57,55.25,-4.05,79.31,69.21,29.54,55.96,41.24,66.28,5.31
T570,2024-02-05 03:10:00+00:00,2024-02-05 04:01:00+00:00,51,-1.43,72.23,53.8,245.81,372.87,336.99,-42.38,138.03,64.05,92.64,69.73,37.16,40.23,22.75,94.67,57.29,31.73,48.72,46.8,49.22,5.54
T571,2024-02-05 03:20:00+00:00,2024-02-05 04:49:00+00:00,89,-4.36,110.58,60.8,74.36,382.47,337.11,-35.42,135.94,51.95,72.65,23.64,45.7,45.33,55.59,87.96,69.48,36.71,55.77,42.04,68.42,4.86
T572,2024-02-05 03:30:00+00:00,2024-02-05 03:51:00+00:00,21,-2.43,81.89,49.15,149.83,375.7,360.9,-49.62,100.09,59.73,42.5,57.23,51.86,74.42,44.97,86.7,72.73,36.88,41.34,34.07,50.72,2.87
T573,2024-02-05 03:40:00+00:00,2024-02-05 05:53:00+00:00,133,-4.64,107.41,45.06,152.58,384.96,354.8,-51.29,142.3,70.35,38.76,63.3,37.64,47.47,29.3,86.01,65.61,36.55,45.39,33.65,88.94,3.47
T574,2024-02-05 03:50:00+00:00,2024-02-05 04:16:00+00:00,26,-1.67,111.98,43.86,237.37,365.63,334.29,-50.25,139.79,49.98,70.37,53.42,67.02,50.41,26.83,84.13,62.42,35.47,50.71,42.85,60.28,6.45
T575,2024-02-05 04:00:00+00:00,2024-02-05 04:26:00+00:00,26,-4.47,75.72,42.47,16.82,366.6,328.92,-48.17,126.95,47.73,61.99,31.71,38.86,41.38,44.83,88.03,73.23,30.78,50.33,43.43,88.75,5.02
T576,2024-02-05 04:10:00+00:00,2024-02-05 05:41:00+00:00,91,-2.32,92.7,47.73,186.12,378.59,329.11,-48.47,155.03,52.07,53.04,23.29,54.54,59.33,-7.38,90.14,53.16,28.76,57.25,35.86,42.6,6.4
T577,2024-02-05 04:20:00+00:00,2024-02-05 06:07:00+00:00,107,-4.27,80.1,42.9,121.19,381.85,339.83,-41.97,143.74,49.25,74.17,33.19,59.57,80.47,58.0,81.91,69.21,34.07,47.79,33.79,26.04,2.85
T578,2024-02-05 04:30:00+00:00,2024-02-05 06:20:00+00:00,110,-2.21,113.27,44.54,9.32,363.49,334.5,-37.77,128.33,73.05,56.75,77.09,48.02,80.93,57.15,93.78,53.14,34.17,48.73,36.79,33.81,4.31
T579,2024-02-05 04:40:00+00:00,2024-02-05 06:00:00+00:00,80,-1.16,92.44,40.42,281.76,366.44,346.17,-38.71,126.02,59.34,42.17,73.27,64.48,80.81,18.06,94.7,64.27,33.45,40.55,40.98,46.43,5.49
T580,2024-02-05 04:50:00+00:00,2024-02-05 07:06:00+00:00,136,-1.87,104.31,60.87,207.57,366.83,345.97,-36.28,147.01,52.0,65.88,22.12,46.84,67.25,-4.32,92.18,57.54,29.13,53.24,34.2,36.8,6.18
T581,2024-02-05 05:00:00+00:00,2024-02-05 07:10:00+00:00,130,-2.43,98.56,55.89,295.45,380.95,349.22,-36.47,132.31,57.33,84.3,57.68,22.05,74.16,53.37,86.72,68.9,28.66,38.58,37.34,49.0,4.43
T582,2024-02-05 05:10:00+00:00,2024-02-05 06:46:00+00:00,96,-1.25,103.88,53.55,71.6,364.92,331.12,-44.81,156.53,66.99,71.29,70.19,23.14,44.66,41.06,70.97,65.43,28.27,44.55,40.8,69.23,4.66
T583,2024-02-05 05:20:00+00:00,2024-02-05 05:47:00+00:00,27,-2.98,78.47,60.02,225.07,366.39,351.11,-39.99,142.21,46.41,94.06,74.94,41.55,72.54,5.68,85.28,75.99,28.59,57.88,37.0,101.49,5.27
T584,2024-02-05 05:30:00+00:00,2024-02-05 08:01:00+00:00,151,-3.33,78.5,61.04,236.39,379.57,346.56,-46.24,138.58,71.4,70.41,29.65,71.41,49.75,34.64,84.35,71.17,35.51,49.01,40.43,52.28,4.71
T585,2024-02-05 05:40:00+00:00,2024-02-05 07:23:00+00:00,103,-2.88,99.2,50.71,338.69,377.58,337.31,-37.87,148.86,53.82,57.38,29.35,55.66,52.16,33.89,82.84,68.1,28.75,57.52,33.95,82.7,3.33
T586,2024-02-05 05:50:00+00:00,2024-02-05 08:10:00+00:00,140,-4.73,100.25,58.8,75.22,363.36,342.36,-36.01,131.87,72.63,90.01,61.67,65.07,70.21,20.03,90.25,66.84,32.68,55.15,39.65,102.61,4.4
T587,2024-02-05 06:00:00+00:00,2024-02-05 08:47:00+00:00,167,-4.08,90.34,42.21,116.01,362.54,353.11,-43.43,115.94,36.0,84.13,58.99,26.28,44.14,38.27,87.52,67.19,32.77,48.79,39.95,81.3,4.59
T588,2024-02-05 06:10:00+00:00,2024-02-05 08:28:00+00:00,138,-2.93,89.07,60.41,81.7,378.9,335.46,-45.96,118.12,35.67,72.88,35.69,46.35,62.78,57.66,78.85,68.46,29.14,54.77,37.69,46.04,5.22
T589,2024-02-05 06:20:00+00:00,2024-02-05 08:50:00+00:00,150,-1.94,85.36,58.86,297.46,378.46,354.83,-41.19,127.7,69.86,61.27,64.21,61.01,73.68,42.41,71.19,58.02,34.86,41.95,40.63,101.27,3.97
T590,2024-02-05 06:30:00+00:00,2024-02-05 07:57:00+00:00,87,-3.85,103.0,51.78,165.8,372.6,332.91,-39.17,99.8,48.27,56.61,37.69,28.97,94.78,49.71,86.9,60.31,28.37,39.94,38.92,50.76,3.36
T591,2024-02-05 06:40:00+00:00,2024-02-05 09:17:00+00:00,157,-4.41,110.75,40.91,83.28,364.81,338.72,-42.08,109.98,57.07,82.94,63.74,26.77,40.01,34.82,82.68,64.52,34.6,45.53,40.38,71.43,3.46
T592,2024-02-05 06:50:00+00:00,2024-02-05 07:22:00+00:00,32,-2.15,111.15,56.11,85.46,375.99,342.26,-40.97,144.82,60.37,92.88,63.09,32.63,57.25,22.36,68.69,68.54,34.68,39.4,42.96,82.79,5.84
T593,2024-02-05 07:00:00+00:00,2024-02-05 08:48:00+00:00,108,-4.08,106.13,46.75,257.25,383.7,342.74,-36.27,105.67,45.74,66.38,65.02,57.61,53.97,49.69,70.29,73.49,34.06,39.38,41.92,74.71,3.05
T594,2024-02-05 07:10:00+00:00,2024-02-05 09:11:00+00:00,121,-3.0,73.67,61.52,267.46,380.22,344.68,-42.87,137.33,41.99,67.51,53.71,44.67,43.87,52.37,79.2,72.82,29.38,54.31,46.81,97.21,3.61
T595,2024-02-05 07:20:00+00:00,2024-02-05 09:45:00+00:00,145,-0.1,72.01,41.05,207.65,376.54,340.15,-42.1,99.04,73.18,91.15,27.5,38.19,88.44,20.72,80.6,69.29,37.86,56.44,41.7,89.97,4.31
T596,2024-02-05 07:30:00+00:00,2024-02-05 09:13:00+00:00,103,-0.4,78.8,47.46,262.77,366.1,331.17,-50.41,120.56,67.62,48.93,63.98,67.99,40.7,1.64,79.57,58.68,33.31,41.81,34.83,28.61,5.88
T597,2024-02-05 07:40:00+00:00,2024-02-05 09:01:00+00:00,81,-2.89,95.91,62.52,225.87,378.21,361.75,-42.46,135.97,61.14,81.08,76.28,29.1,65.03,-5.5,70.55,71.52,30.99,54.13,35.64,39.42,2.82
T598,2024-02-05 07:50:00+00:00,2024-02-05 10:45:00+00:00,175,-3.6,76.25,58.74,329.44,371.15,360.53,-39.91,139.36,61.74,83.84,23.47,28.56,69.23,2.8,75.77,71.53,29.78,46.42,39.06,79.36,5.08
T599,2024-02-05 08:00:00+00:00,2024-02-05 09:56:00+00:00,116,-0.56,97.32,57.99,9.38,364.87,333.29,-41.26,108.46,51.42,48.8,27.75,26.74,49.07,1.83,84.86,73.95,33.08,44.29,46.58,69.04,3.14
T600,2024-02-05 08:10:00+00:00,2024-02-05 09:00:00+00:00,50,-0.34,84.18,61.29,22.01,378.76,342.33,-48.13,135.74,74.94,94.48,47.53,41.69,76.06,44.87,77.28,56.6,31.8,56.2,44.93,34.39,2.86
T601,2024-02-05 08:20:00+00:00,2024-02-05 09:41:00+00:00,81,-0.71,76.28,46.16,226.79,362.22,350.6,-43.68,138.81,39.98,71.0,57.33,73.14,42.53,36.8,83.48,73.59,37.21,56.14,39.62,70.79,4.65
T602,2024-02-05 08:30:00+00:00,2024-02-05 10:57:00+00:00,147,-3.42,106.31,44.4,89.8,381.37,347.18,-47.4,152.49,67.92,38.29,42.89,47.09,94.53,18.99,70.99,69.32,33.3,53.09,41.15,82.75,5.57
T603,2024-02-05 08:40:00+00:00,2024-02-05 11:36:00+00:00,176,-1.67,78.22,50.11,91.73,364.28,329.47,-40.48,119.58,42.53,73.79,49.98,30.02,86.75,-2.31,91.3,60.75,31.31,50.11,34.1,69.81,4.77
T604,2024-02-05 08:50:00+00:00,2024-02-05 09:42:00+00:00,52,-0.69,80.22,39.87,5.72,377.59,359.96,-36.11,147.9,36.44,85.28,22.52,31.19,53.0,56.13,75.87,61.97,36.97,49.62,35.91,89.98,5.45
T605,2024-02-05 09:00:00+00:00,2024-02-05 10:16:00+00:00,76,-1.36,83.33,43.99,54.83,368.02,359.47,-43.25,130.09,36.11,82.11,28.93,28.64,41.15,-0.33,71.38,76.48,31.07,39.75,45.36,80.7,6.73
T606,2024-02-05 09:10:00+00:00,2024-02-05 09:33:00+00:00,23,-2.74,90.0,41.5,155.71,372.9,344.33,-43.04,132.29,44.33,44.76,53.49,65.0,91.59,20.3,85.45,74.51,28.23,47.81,44.28,27.81,3.82
T607,2024-02-05 09:20:00+00:00,2024-02-05 12:12:00+00:00,172,-2.84,98.8,41.65,153.81,373.68,340.25,-42.61,153.04,48.07,47.28,27.77,30.31,63.94,7.76,94.61,54.16,32.54,38.54,41.12,23.4,6.66
T608,2024-02-05 09:30:00+00:00,2024-02-05 10:16:00+00:00,46,-1.45,86.99,53.33,105.21,363.13,343.85,-42.16,124.56,72.28,42.4,44.33,49.71,77.84,1.86,72.61,67.3,31.99,50.98,43.95,83.33,6.01
T609,2024-02-05 09:40:00+00:00,2024-02-05 12:26:00+00:00,166,-1.08,93.9,62.41,253.99,378.37,350.62,-35.69,148.86,56.99,91.75,33.5,64.81,76.14,-3.38,79.95,59.92,33.72,43.37,36.2,27.56,6.51
T610,2024-02-05 09:50:00+00:00,2024-02-05 10:50:00+00:00,60,-1.65,81.93,44.94,212.66,371.88,358.2,-49.33,124.15,41.73,50.61,56.98,67.33,93.77,-0.64,85.77,66.91,35.79,40.14,43.22,49.84,4.74
T611,2024-02-05 10:00:00+00:00,2024-02-05 12:25:00+00:00,145,-4.5,83.29,59.11,132.08,363.72,333.14,-48.36,125.69,50.77,59.19,42.76,51.33,72.75,51.81,83.7,65.35,37.22,46.32,36.34,80.29,4.38
T612,2024-02-05 10:10:00+00:00,2024-02-05 10:39:00+00:00,29,-1.51,109.11,44.1,192.9,381.49,348.69,-46.31,143.02,58.06,75.96,58.0,43.15,85.78,28.22,80.25,54.42,31.72,41.12,34.75,102.55,4.89
T613,2024-02-05 10:20:00+00:00,2024-02-05 11:38:00+00:00,78,-3.51,112.19,60.16,229.81,373.62,348.14,-50.66,99.07,55.99,71.4,43.45,61.34,38.65,28.26,93.1,60.08,34.11,55.3,43.4,54.89,3.35
T614,2024-02-05 10:30:00+00:00,2024-02-05 13:03:00+00:00,153,-4.85,72.01,55.28,48.72,364.02,335.09,-46.36,125.91,69.42,70.62,25.75,65.44,88.37,3.92,81.2,58.49,28.11,54.68,45.31,55.01,5.74
T615,2024-02-05 10:40:00+00:00,2024-02-05 13:37:00+00:00,177,-2.54,112.18,48.78,173.6,363.19,333.71,-50.09,108.47,72.97,39.59,76.31,36.11,76.17,12.86,78.87,63.91,37.26,41.77,37.38,78.2,5.62
T616,2024-02-05 10:50:00+00:00,2024-02-05 12:27:00+00:00,97,-4.62,105.14,47.06,113.43,368.89,347.32,-44.74,135.71,36.99,39.52,66.25,62.62,91.93,19.44,77.15,75.99,30.97,52.39,38.74,44.97,3.14
T617,2024-02-05 11:00:00+00:00,2024-02-05 13:42:00+00:00,162,-1.73,87.15,47.15,312.57,362.08,344.16,-44.81,105.38,46.17,54.14,40.88,46.35,81.72,40.99,76.37,53.86,30.39,48.7,35.05,25.43,3.63
T618,2024-02-05 11:10:00+00:00,2024-02-05 13:26:00+00:00,136,-1.73,113.01,48.73,2.76,369.69,337.25,-45.02,118.4,37.56,93.22,52.37,55.1,65.22,33.15,78.0,70.65,37.48,50.82,36.34,91.33,4.92
T619,2024-02-05 11:20:00+00:00,2024-02-05 12:05:00+00:00,45,-4.39,76.04,38.55,101.85,365.11,358.82,-44.02,155.04,41.1,84.45,29.5,24.06,91.67,2.4,83.8,70.68,34.15,49.98,39.6,90.97,3.85
T620,2024-02-05 11:30:00+00:00,2024-02-05 11:57:00+00:00,27,-1.1,107.45,54.21,243.84,363.79,348.26,-49.82,130.01,53.01,94.65,40.19,66.61,77.58,-5.87,76.62,58.07,30.88,50.3,43.9,61.32,6.63
T621,2024-02-05 11:40:00+00:00,2024-02-05 12:11:00+00:00,31,-0.68,110.64,44.89,109.69,370.4,333.79,-45.58,147.3,68.87,78.75,34.27,36.44,47.34,12.49,94.87,63.15,34.47,42.87,47.38,95.24,4.66
T622,2024-02-05 11:50:00+00:00,2024-02-05 13:22:00+00:00,92,-3.27,75.59,44.11,30.5,366.11,347.15,-46.6,138.26,63.68,70.26,30.46,51.23,41.71,-4.45,89.15,55.43,32.23,54.87,37.34,64.49,3.37
T623,2024-02-05 12:00:00+00:00,2024-02-05 13:08:00+00:00,68,-2.15,105.7,58.17,201.94,374.76,349.78,-45.52,145.95,57.88,67.7,52.67,46.88,71.73,8.71,73.48,58.46,30.01,48.28,39.71,97.64,3.61
